Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2015,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,65,1274,1339
2015,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,348,6184,6532
2015,d SA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,251,5100,5351
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),414,6115,6529
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,450,6310,6760
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,423,6403,6826
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,404,6121,6525
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,364,5992,6356
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,390,5589,5979
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,372,5511,5883
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,345,5257,5602
2015,d SA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,50,1024,1074
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,338,5120,5458
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,362,5108,5470
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,358,5435,5793
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,35,806,841
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,401,6056,6457
2015,d SA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,333,5302,5635
2015,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,0.2,0.2
2015,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.1,1.1
2015,d SA,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,h Year 7 primary,0,1.8,1.8
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0,1.3,1.3
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,0,1.3,1.3
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,4,4
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,2.9,2.9
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,2.6,137.2,139.8
2015,d SA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,6,233.1,239.1
2015,d SA,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,f Year 5,0,0.4,0.4
2015,d SA,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,h Year 7 primary,0,0.8,0.8
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,0,1.4,1.4
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,3.9,3.9
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,3.8,3.8
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,2.9,2.9
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,6.5,220.5,227
2015,d SA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,10.1,289.2,299.3
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),33,1775,1808
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,27,1780,1807
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,20,1851,1871
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,28,1685,1713
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,26,1747,1773
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,29,1733,1762
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,15,1783,1798
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,21,1743,1764
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,31,31
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,25,1859,1884
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,30,1898,1928
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,24,1994,2018
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,43,43
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,37,1979,2016
2015,d SA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,19,1814,1833
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),29,1660,1689
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,26,1649,1675
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,20,1774,1794
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,15,1814,1829
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,41,1652,1693
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,22,1549,1571
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,27,1672,1699
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,24,1630,1654
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,6,6
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,21,1943,1964
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,26,1968,1994
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,29,2121,2150
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,28,28
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,27,2054,2081
2015,d SA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,24,1898,1922
2015,d SA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.9,1.9
2015,d SA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,b Year 1,0,2.5,2.5
2015,d SA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,2.2,2.2
2015,d SA,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,2.7,2.7
2015,d SA,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,1.2,10.8,12
2015,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,1.6,1.6
2015,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,1.9,1.9
2015,d SA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,1.2,11.7,12.9
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),21,1609,1630
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,22,1587,1609
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,21,1633,1654
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,27,1592,1619
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,21,1526,1547
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,20,1608,1628
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,18,1633,1651
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,h Year 7 primary,25,1813,1838
2015,d SA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,17,17
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,21,2056,2077
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,37,2105,2142
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,25,2104,2129
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,23,23
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,23,1999,2022
2015,d SA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,21,1860,1881
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),22,1598,1620
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,34,1630,1664
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,22,1519,1541
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,28,1659,1687
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,31,1609,1640
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,20,1578,1598
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,22,1711,1733
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,h Year 7 primary,24,1848,1872
2015,d SA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,11,11
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,38,1992,2030
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,33,1910,1943
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,37,1964,2001
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,14,14
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,20,2114,2134
2015,d SA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,28,1944,1972
2015,d SA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,2.8,2.8
2015,d SA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,1.9,1.9
2015,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0,1.9,1.9
2015,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,1.7,1.7
2015,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,6.3,6.3
2015,d SA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,18.7,18.7
2015,d SA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.6,1.6
2015,d SA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,1.5,2,3.5
2015,d SA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,4.1,4.1
2015,d SA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,18.2,18.2
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),1017,12072,13089
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,1092,11897,12989
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,1023,12147,13170
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,1068,11829,12897
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,1011,10866,11877
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,963,10341,11304
2015,e WA,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,874,10065,10939
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,852,8176,9028
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,792,8136,8928
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,756,8365,9121
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,720,8421,9141
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,100,100
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,554,8327,8881
2015,e WA,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,340,6415,6755
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),1002,11134,12136
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,1007,10931,11938
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,1043,11170,12213
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,1028,10928,11956
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,976,10256,11232
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,917,9572,10489
2015,e WA,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,847,9222,10069
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,818,7643,8461
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,820,7517,8337
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,720,7581,8301
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,665,7770,8435
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,81,81
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,472,7775,8247
2015,e WA,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,306,6483,6789
2015,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,0,8.7,8.7
2015,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,105.5,105.5
2015,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,3.5,81.1,84.6
2015,e WA,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0.5,67.1,67.6
2015,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,1.8,1.8
2015,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,88.7,88.7
2015,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,1.4,89.7,91.1
2015,e WA,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,0,63.1,63.1
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),90,2651,2741
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,96,2589,2685
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,96,2566,2662
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,105,2472,2577
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,105,2565,2670
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,103,2466,2569
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,80,2358,2438
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,104,2968,3072
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,109,3074,3183
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,91,3053,3144
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,105,2894,2999
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,53,2604,2657
2015,e WA,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,57,2414,2471
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),104,2527,2631
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,105,2520,2625
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,101,2579,2680
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,95,2526,2621
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,104,2472,2576
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,110,2338,2448
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,99,2390,2489
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,126,2970,3096
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,138,3059,3197
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,115,2970,3085
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,114,2936,3050
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,86,2752,2838
2015,e WA,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,67,2537,2604
2015,e WA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.8,1.8
2015,e WA,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,f Year 5,0,2,2
2015,e WA,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,0,1.9,1.9
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),45,1762,1807
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,29,1806,1835
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,42,1854,1896
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,31,1972,2003
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,46,1999,2045
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,44,2161,2205
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,51,2292,2343
2015,e WA,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,17,17
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,55,3148,3203
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,93,3192,3285
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,89,3050,3139
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,81,3173,3254
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,6,6
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,110,2866,2976
2015,e WA,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,73,2598,2671
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),43,1824,1867
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,36,1814,1850
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,46,1880,1926
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,47,1969,2016
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,38,2034,2072
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,44,2157,2201
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,47,2200,2247
2015,e WA,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,10,10
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,56,3079,3135
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,77,3041,3118
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,75,3120,3195
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,86,3217,3303
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,12,12
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,94,2958,3052
2015,e WA,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,66,2630,2696
2015,e WA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,5.1,5.1
2015,e WA,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,21,21
2015,e WA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,1.7,0,1.7
2015,e WA,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,2.4,2.4
2015,e WA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,6.2,6.2
2015,e WA,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,6.6,6.6
2015,e WA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,1.2,0,1.2
2015,e WA,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,1.6,1.6
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),239,2301,2540
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,271,2365,2636
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,246,2259,2505
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,221,2206,2427
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,219,2163,2382
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,204,2001,2205
2015,f Tas.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,191,1952,2143
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,222,1815,2037
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,213,1812,2025
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,228,1995,2223
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,202,2100,2302
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,157,1822,1979
2015,f Tas.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,101,1446,1547
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),259,2102,2361
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,258,2161,2419
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,235,2178,2413
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,239,2124,2363
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,223,1972,2195
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,171,1816,1987
2015,f Tas.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,184,1797,1981
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,199,1707,1906
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,184,1681,1865
